,id,file_path,document_page_type,text,file_name
2863,2864.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/advertisement/13030326.txt,advertisement,", 1 , 1 ‘
’ m b
$33 __ ﬁg; fww % ‘
m m5 3 H1?
M 5; zgn E
m 53 o _.' if? i% i
m! g > 0 Mffgg 1
@ LE 59 g 51.» i
m .,,, E :;=:;s*’~ 4
x a: ﬂ “3 a) M»-
E z = E . ’{,‘{’.u’:_v’l"" .',';f‘.""i::i
in h- 4 ‘H I J
b O"": ‘ c
c g; 4
g m- z u,- 2 cf 5.
. g “2 g i“: >¢
. 1 8 g g ﬂ ﬁ/fzfj
. m 9 m ,:
, , k a) : ~ 2
,., "" ’ 3-5 M ‘ 512 i
a» e ' ""574 ° 2
s f, . , . _ ‘ . 750000215'
",13030326.txt
2864,2865.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/advertisement/0071086626.txt,advertisement,"388

Brand : 700157
puuucanon: jNDEPéNOENY’ (AM\
we: uni/73
Size: 93“ t fw, (pl/Jag“
C laments:
ﬂaming: H ?+ suiMmeeg

T r, N - [o 91 ck
",0071086626.txt
2865,2866.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/advertisement/2084413974_3975.txt,advertisement,"' J wmsmnm-r n
M smmnmslnmspmn . S7 ., “gamma"":
5L"" euwa11W!“unnrvcneswnAn-M— “if I; I mm.- a 1
R.wu~...m,.g.g Tamar mum-m“ u,
“gm"".gmgm...mm."" g g V; W.
A Mgmfggmmgmgm -1
v wmumWMMWNWW g gig, m
)...“ lmumwmgwmeummwamm 4 Wang». g——:'::""“W“— ’* , m
M“ MngAwaM-mmwhgg 5.54; r” ,,A.-,,g-.\Ag 3
m » ggggmmm“mmmmdw (“my f w g , 1 4s A _. -
, (‘mH-«v—n(nSw),mA|-wuﬁrkrynm|,kkuum ~ smug. a» 7- . v -- Nn:
whwm'hnmmwu'wim/mglimum ""ex; m l- . - ~ {A}
w hWWW)=nAJ~hncuapnwﬂTmTluShy-i “1/53: ,— — , g? n —
w ‘wﬂuﬂgﬁk‘egﬂg“mm?gym? I; .; A g v. I, a
x \Mngmgggmgg'3gmmuu yaw: Jim"" gags . M
""rm u wam-mm mama w 1 v- n ”1216,"" z'iJ-n tutti» , g
kg a:,;“:m,(fm,..~.g.4gm.t.z;g:g g 44m. ,, 1» J.
g, v mmgwﬁ,¢g.ggmmgggwnmw m w A. . v, A,‘
(mg: mﬁmgwnmwnwwymh, , , g, ,) 1 _ . 1
xggggmgrwzggw 42.3? , ,, MIA / L1
7 “WMg-gmwgmmgw ~, - - a » -, .
“Madman.“ “Muhaamgum «g 7.4 Q r“? z w», v ‘ ""\
..,g,,gmw_mmgmgmgm.“gA AA 1 A
m.mgmwmwmmmunmnumjt51>» » — , R
g. ‘mm...m,...h.gggm,mgggg g, g ~ g \
7 mggmmmwgwgbggu, . ,
3M zxvﬁgwwgggnggrtmzagr‘crrzx,;-m- »
39m. ‘mm‘gzmﬁmnﬁ:fré7w§gﬂ 11.5. g I “it? ,
m “ragga—Ar: , --
, 7 gmwmmmgMgmggwg w ,
AA mggmmmwggg my a .~ ’ .
”mm ‘H; git-aw 4 r ,.
gm 4 tnmmgmuww: .M Mil-Y gs“ “A. "" J
w 15 gnummgguhnwgmgm175g; A. 7 WW 4
N g, 1, “ ﬁg ., A g .«. -
Wm, t?;:;:::::‘:::r:::.‘r;::1::m , vy
TE?"" menl—ﬂhnmmmamm‘ fry Q, ,' -
MT wmmgbm. 5. gr: ~ he. -
w.“ gmmggg“Mmgggzm r» n g
g 1g ,_.1_ Mg \
v“ 5“?ngan . v .. 15 A cf; “9
Lg: fgg'wgwg.“ -A “3m |
_ a , “clown . ea ;:‘ g» swx‘
g g Mggggg.g.g,my,_w_.,gwm v
T f‘z“ WWWMgmggggmmw } .
g ,
w”, “gm“.‘Jmmmmn. m M, .. !
1'>-- a, A LW‘,g..g_N__gg._ , g 1
ﬁg; g g ~ 1
, M WWW g \
.= gag 1m. ,. ,. , .
m3; ‘Nnn . w __ a ""ﬂaw“, "" \
gm- |w.gmgggggggmmwggm ‘ v h»
my: > WWWmgﬁygwwwgmm w
'3”.: ;VQ,7 AV—V _ J
",2084413974_3975.txt
2866,2867.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/advertisement/93376328.txt,advertisement,"|
|
i T H v“ f ‘w’ ‘ f NNi‘v‘NZNQv n_;:..:.
35 , ’ “N’ : st“ ,
an“ N ' . ‘ i‘g—i‘ , -’ z j
Ts; NN - E if??? 7"" 115.952. flﬁ
€m#~—m‘-N’~1q ‘ »~ £1"": 1”
'%?’v..N—“,£é§3; ’:~“‘r gﬁ') '
. w ﬁxaqenﬂniwzi-iw ﬁgzwxpa—g“
71. ‘; \hsis§.}*€‘-‘“ﬂ§"" :' “a ""g,“‘
z, N N‘ f .~ w?;~‘s*;:1N:1ﬁé~:Ns
q \ m n . ; , vexdaﬁm:arty;;..,_q
7 Ni N r + , ,¢.:’»' v -'-::,%Ti‘?‘=3°.2f’."":“&i
3 , —. A“ _y 44 -: _ - ._ whiﬁehﬁ,
»,,.. . a, A“ , , ‘.~ .;- ,, a‘,
. , .~ '.‘«—.~ r“. N . -» ‘r- ~ x» m A
27 H N31»? *§?~_; \ {$1 __‘
y, L — _._ 7 , ‘ , Lit 13:5' , , , ."".» .
' aft"" 3 Is“ 12: ""N "" u'ﬁ-wN-N'N'QM (7. $455”:
if ,1 , y' . 5331? l'v 4:11 g
Ni. .'N A} x- “f“. 5
f h .. ‘~ ” N: ._ 5?
g at, d , gag ff
27,1 “arumm _-, “K 3 :ié- 3
~ fie?” «N: N"" ‘N N3: -; ff}: ”N;
,‘s‘€§""§ ,-.f‘~ 1pm Ya, 453.1 . ‘. , Ere? 9g
;seav‘ . _.,,< . . g; a“. ,- , 77mg? 4
M“; . ‘ x, “awn A ~ N55
- 57 3914.65 tgaﬁﬁ” tat-a."" fat."" ~' ' “ff 31-N- :
A; i % """",':.1‘fr5?;,~: 5 swamsawswswmwa Smukm] ""£5 a
N NE? —._A $377"" L . EvPvaqnanmen Mlvhsuhm hm xi: 4 u
i??? g' Q.“ tﬁﬁ m1 _; MumPanamaB.mﬁmlnwﬂmhvﬁugm 75 g
riff 71 w mmwyml ~ \ was“ ‘f 4» “g,
(cm . 1m 23, 135; ' '
",93376328.txt
2867,2868.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/advertisement/525722352+-2361.txt,advertisement,"z ""‘ £31; {£7- ' 5:35}?
, w h“; :;;t gm
‘ ‘ M 223221; f"" is??? “55
""i 2 y L; y! ' r, as“;
"" ”x“ l"", -- . , 4},
: at ' ‘ 7,21 ’ \ ‘ '
""a 77j ,, “
K « , i E v x
‘ ' ‘ ; V , ‘
,- an,“ ,. .' , ';f‘""""
if. 771. v ' ~
a1\‘~:;<'?”
.. v ' ‘ r v 4 1‘ V ‘ “’ Ky
> . (my; A l 1”:
; L1."" ”my -1;‘
A ,,. ‘ ~ » ”x3 1,4
Li, ‘.: ; ,_ ‘ ” L"" Hiﬁ’ﬁ"";
WE HAVE NEVER SMOKED.
BUT |T WAS OUR CHOICE, NOT THE
GOVERNMENT'S.
,,W”k.I;liu'filiilfiﬁiiﬁfsfgl 247113322733331211132125
2717 T'ff‘flfiffﬁ‘jff‘ﬁ fﬁJZiT’, if: 17.7; T2137 2T, “21 Elf it"":
""75:31;‘AIf]?Z“.TZ;1TZL""§;ZTTL°Z;J l'f ‘ m m w %
r.)
m
",525722352+-2361.txt
2868,2869.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/advertisement/ti04870788_0789.txt,advertisement,",
mmmanner-1.1.x!“mn.mrrmm-:mm.wwu mum. xmnwﬁ :
mmm.w.wmm.w..mm.mm “mammamwAm ,
Mmstfllerlm.
Anvzu'rlsmc .
Anvznmwo oorv
mm romeo msmm m5 ~
mmmsn “310 ""‘
W, n NW,“ mm mm?“
cw‘plm‘;
rum: nzmrs 10 ms 11051- Asm quasrmxs Anon mum. ,
READLINE: QUESTION 15 a:
ms mun“: Auvzm‘lsmﬁ mus: xlus 10 smut sﬂuxmc? $5 ,
cow: ""Advmmm; mum,- is m m- Lulpril."" mu. he»- an: H—
government mum uns'ﬁrcrcvl Hm rpm-(How, 1 v
"" H nth-tuning duehn'! causv Md»- m sv-wlm, uh."" docﬂ C»
Time Aw ;-o pat nnsncrs. He‘mnrch w «mm indlcnlc‘: we: p:
mm.” 15 “mm”, w, m,“ r, an.” mm Mm.
, mica], mum“, and mummm “mm lerc m», m u «_
mmy reams vhy as (here m m: um do. -.
“7,0“: 3
Ely-march also shows, ho‘wrvr. that yuklmuzs um... um: tenn- ~
“gm. Mum!“ u, m mm"". mm mm“ mm."" m k
mum a (mm m the 1m.“ mo. W mu x"" 3m.“
m mm, m Wm: m . Mum ” mm in _
“m 1914. ,
No one mars wmkmu by younz ncux'lcv mm a! m We f
mm“, Mum. we mm"" mm M.” u m."" mm 9
m m deemed by mm Wm. m m...” mm “mm MW .
0! mm. »
m “Hanna“... mm m mu- mm, -u...,n..»; m the
rm Nu qua-mm» about “quench."" Mum um Mam
(mun-nu, m. u.“ , WWW“. m. 20005. ,.
uk M, ”up,“ -... m \.\n"" -~~r 43' *4 Jﬂ~ v
. . -. u x“, . >
hm."" a W ”duh"" .. , m (sh 4 a A
& ,
“048741785
",ti04870788_0789.txt
2869,2870.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/advertisement/502471372.txt,advertisement,"THROAT smacmusrs PROVE ,
059m MILDNES_S IN ,
3; 304m SMOKING TEST 3
‘ ' GP ‘“
- ,§‘
- w .- a
‘ ""1. I an {N SIR-(inf uszyor TIIllOM _- b
.‘ IIEKIIJIIPUN dur I0 smoking CAMELS.""
",502471372.txt
2870,2871.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/advertisement/932269.txt,advertisement,"., . a] . . , 5 5
, ""55 5 -- ,, ; g
\ - -s~ , -
, ﬂ A _ 7 a
i v . . gig};
‘ ,_ - ' a"" 21155,-
t ' 1.1 if
z ‘ 1mm w P can . ”y ""f ,=
x 5,5 . A ‘1~'” vy) Mmﬁﬁ (WNW-5“: £4,7W” 1:
a“ MW Wm.“ wane-m {2
554 “M “T“ m nnumn'
mm mm , 5 5
v ""m _ 5:5
g 527.7”)!me xi mm 51m 31‘“
.~ ~ mm mm .
’ us To mug _ . 5
,, _ u comm r,
mam m . , 5
_ Mm . a r 5
. m mrﬂm El
Wmm 5. .
J . ' 1.5 mm:- - 2 st: mic g»
P mm. , <
I .
4 an my my: my .
g mm. 5, gr
t _ “mum mm. 5
j _ 5 n ‘ gem. rm. man-4 i ,
, » may ,, (twp 2
m m mm, m uwu .
u m. mm: v E
run-10:15 m'mc - ‘ ;
mm 1 m A m, 5 m. 5 i
m. a f
2 55 :
, ' , r was 1 f
i_\
-;f’-«Ta:rm""'95m,:m7850° 5 9 2 3 ' ’
hiya-v nymmcmmnvm rvvwrn '
?3::DucEL Tar: m; “723 5:75
",932269.txt
2871,2872.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/advertisement/2044205282.txt,advertisement,"I I VIRGINIA SIMS
f,“ \;\ ‘
7 , a .‘
i If v I
‘ w“ ‘ w 0 -, nkaowmwoKm
I \ * , I - va mm ~ .\n “um IN” I Mum
I § Q “I“"" II.“ I? mm. I‘ I; MIC/”WT,
I ""- rig» 4. Wm “ “
‘ ' ‘M‘ 551 mm” 150 1» ., I L TJSWM.
\ ”wk A ,* Imaginar:
Q! "" "" Nam/mmsInnsummgmuw
\ \ \ M. “WWW“ um uItm W
Inu‘wvml‘; Irr’m mum mu wuv‘l Idslu uI
.j ' , . Ivgumn nv mhnvnnlmvmml
»‘ 0 ti 0 ngmm 5m“: Ullm hydmwn IImml In kcrp
I mm”Imam.“
I swam N f '
.‘ mvum/wm l f
h umwm T,
x _ _ r“ _ ‘ w 5
""—.. $5” I. i
5.“ ‘ {a A. IE . I ' I
, _ u “. ..__,,,/ .
U _ \
4, » “‘ V"" 1} w“
. , .. m
3 Q - , _ﬂ
aw"" a I II\ lIIIIJIuI
w Manual”, II K ""IL‘I “N >IvI< f ( ﬂ gm , N
SURGEDH mum's WARNING- 5mm; §
Laure; [um] Euur, Nun DIxnsE, ‘I S
Emnhmma, And May Enmnhriu Plzgnanw F,
",2044205282.txt
2872,2873.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/advertisement/503950329.txt,advertisement,"* “ 0445454454554“ 44 <44~44 “444
z-L-""f:fiiiljy'rsrzt‘4‘743ii;f “Eff 335952551414‘Jk:
45,4 1 5 _...,, 54,455 555m. W TEx’w‘J:,—ili-_:, 4» 55-51; {55 eg' “ﬁrs-113
’ ” . 5 45:5“: ‘I52‘5:<;¢i~?f‘4‘$5‘5‘7~“55z”??§ch~ﬁ rims i ""5' 54414 5474'21-5445/‘5404"": 5,tvi~if«iw';'-x ”4:57:12 '-~» 55?
_ , _, 55 x5 “54 mm: W 4.54353”444.0...554544‘444, 4545.45 4,3 5.5545 5,544.5 “1,5?5367'414""~'4,vf*“,1“?_5~n'é‘f-= —5
» 44444‘444 4 “W? 5445553451“; ~,,~<4«,‘; szswrgggwa
.,? 1:14:54445'57-“35‘211Lﬁ 4 ' "" ' ' ' ‘ ' "" ' A' ""‘ """"“ ""1” ""“ ""TM
M3414???” “(ﬁr ' 5 ” M
”""uf‘w% ”$43,451? ~ > 55374:
3514443445415'4m. 5444444145 '=.;-
2"":‘4,W1’rr—;°<,:—-Z’-‘>c5fz4\t. 4:14 f 5 14-144
-< 5 s: xvfzge5szr4434§§=34 5 ﬂ.)-
355’53??fx;145€:?5 44? ‘
ﬁl'fuivjzf4‘4i1335fz‘ingﬁé i s;
4 1 «4,4???»4445 5 . . . 1.5554
s 4:55 4 4 5 5.15.54 » ,., w 54
4» “3&4”; 13145“ '; 54 ,..,..wmv-~«., 4 5
xi “$4415? _, 5.14545, 55 if“ 4 MM '_ 4.44;
4.x,554~»54?:€'§'.»~\§->4552r;~g:4.5 a: .--. 14. "" (234W Elm [h—Wué’z‘ 5 :--5-5
. ' 35""§g’1a~;‘¥4'“‘,5«twf?’k. ~ , , “4 . if 5"" é‘5 a» V, r 5' v i\_ i'w’.‘
4§ﬁﬁgzﬂe 44 . ""T .. J 314 . .. 55 ii?"" 34344
u , »‘ {75:54 m 31-54 9714-455 .g.;4 '. 55544145 4 r "" ~ ' 1 -5 <1; 4?“
ykrwﬁﬁiat‘zi '~ ,_.55 if“ *W\ x. 1,“ 4247145 4,75
«5 ”sf—342. 3» f-“wﬁ W“.°‘E~m W5? 5'—' "" 1 -. ’ ”my” "" m5""
:; 445§§4§m - 5. 5.5.5: . 5 , “ - 425... ‘Am
54.4444? ~5 g. 4 5 ""ma“ 4.45 ' 14:5? 5
445m 5, ‘L 5». E mm. 4 x"" Sﬁﬁa‘a‘b 43:55;
5. ﬂing» 5553; 4443442154415 "" x 74,5 4 ""mm- ~ 5'4 4.4.5.4? a 55
45 “fr'fﬁw. ‘ “grin"" - 5 g; .’4 mm’m v
Vfiﬁwwﬁgﬁ mum 54m ‘ Wﬁwm ""24“«143‘5f’113‘520‘4-mk' xii;
vﬁrﬁg? ' tag; “£154 m g; ""j
5454455544534 54. 555. 4551 5 5455 a<4?— 5
44415: 5.454 §W§i45 f-5 5412? :~ 4441 4155443. ,
44.“ 454.455; arﬁw g) -' 4.4.5, 5 5 454451??ng 13145—
:4“ 55 55 45-3? iﬂ’cm Mung” c' ”2.2- . ‘f 54433??? as.
”57?“ 5345444 <4; xmq-ﬁmﬁg, mmﬁ~ 35:4
5. 4? , 14555.“ wmmmm"" 5 w 5. vie-“inﬁrm... 5 “i
414- 51k”)? <4; .‘.D.. _-,I: Twin 5 4. §fi
54,4414; {ﬁx-3&3.» 3:52 ""mm-1mm mm- “mm. 1 1.5 umwmmw 54446434»
ﬁghg‘érj ”mm-of , ~ 7445454344 44. “warm. F4};
2444 Wﬂézsmmm ,, 5' 4
iw» 54x 5: : W‘ “$7315” —' 5 "" “m ‘*
24:3; 54,5454???) .. ”sly/comm mm at 4 f% 15 $532: 44,5,;
1; —~ _41~§A’5}V, ::'::._'4'.'_‘:7.'z:::::::: nglgﬂg £45 '_l _5 ma? 23:55,
44444455445 , 555. 444.455.4444 \ . <5; :
42314521 , 4, % 54W;
:"" ’~ «4? J” 4245
a <~4d45555455 .5 . ,, 5- . .,5.5. , .45 , 38 $5
4 —vv;~,<':'. 44 4455 4,545, ""gr—15, 4 ”4455 4 . 5.1 4-5 «54554 ”4534454534, ”54 575,44 115.4»..54. 5,
if 5544"" , .~5'-:*u:¢5:‘\§ "" “f zl‘ffw‘s” 15W??? “ '- “5;&1 “3513“ m4. av? » :. g‘aﬂéﬁ‘gfa’zz-t; 442 m “f
. 3&ﬁ‘i”§a?4§”£”wf~”QﬁWJwaﬁﬁfﬂ
",503950329.txt
2873,2874.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/advertisement/517157857+-7870.txt,advertisement,". , , A - . M
' ' » ...'4
4 . 0 ~. ‘ _ 1
n: warprspeed Vayagn ""no when nigmmem 5

wt m mnmnwm
“an..."" mmm M by W N
M w 4. «v ‘ .
m.-. Wm. M. _ ‘ ;
“marry Eﬁm-mw -@ so; M. 1 y.
MM”, m ~ . , . ,. , ,.

' huh 1 Mia-«n».- A.“ vii-4.5... \
“40. am MMnhMMM (a;
mum. .r.u..... -
“M “M M
“Maw-mm. wunmuu—u a .
, Mm. , m, M» M n ,
mama” Mawnz. ma “nu-u-
”numwmm (mm-mm 1-7 MW“
mrnmmdwz m. “mummwng

, uhhrqh “mu—54...“ , '-\m1~.,‘~‘-- Aug,-
imam.“ “Jung—m sank-m1 “my 1;
MM...” mhuaﬁbwm- H M, ~
M M.“ Mm ‘.

“Mm...“m n. “mu—4.4“ . ""with
iuhww mmrnﬁa— 4 M w»-
mnmcutn 32'meme
WWW. “Jim.“ mm
""M .» w“ ""

w.“....w «u , h

”whim. mum \
Stu—saw...“ M gm: 7 ‘ 4 ..
”mum“ “mum“? a ‘,.(Luhl~l~—4-lby"" .

Maw-m». ._ Q» ‘ . _ )
”m"" “ﬁz~z‘ﬁ' w w my
w m . w;
s‘ﬁzmrr“...m“""'m~ .-'-~n,,.'?!m““:.:‘ ’ ' '
“mm-(Wm. W“‘”’""1.""”2""‘ '
MM mama; -- h , M , I
mwmlmgxldm ""hymn...“ p,” i
”7 mm“, . mn—m. .»
tau-""many... _..,*-~:-*,::m ~ "" “ =
..w...mw.w Mmﬁumww 5
mﬁmﬁmh ”Turhhx.
Mm»? H‘Wﬁ'f: MMJEJ-lﬂmm rm: ,; . , >s~ '
M.'1...m:...,. MAWﬂ—r ‘ . a
ziwmm... 13:34 ....s..~l:‘l.. w, , f!

""Amman. “$6 m:

sukEiﬂNBlﬂEﬂlzﬂARmHE W“! 7 1 ‘|{ M'

hum lungtuuwuubmm. _-\ , v4“

[mum-4m M"" Eumphuu lbw-Anny. CAMELIMMS

vvn'wmnmw-wmwmmm
N15

%1nw”n§§§>§53v‘""°°°""’”"" meﬁlmnwm m???""

mmmnm mecmrunmuns mm. ,

Mun w. mnwcn mum X

m m mun w mm mm 0041

mm. munmmmm

wumms 7! 0
m
",517157857+-7870.txt
2874,2875.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/advertisement/2058502189.txt,advertisement,"MEEFVOURRASIZYOURPRFSENT
ANDTHEPERSONSWKJMADEITALLPOSSIBLE
r ‘ \
‘ 1 w-v‘h H
«f», if m « ,.
_‘ J fd 1 Q}? r,“ _, ,,
v , w \,
; Q ' r ' __
v, 4 _ . _ M4
, | , n
g ,
r "" /
MBTGVngimaSﬁmsEngagumCalﬂﬂar
mmxmemmm mfg-“WWW“
“mawmm wm<n.mm§£7anﬁ'ﬁ'$
gmﬁymggﬁ fmmwzw ""w
Mama‘s-mu; M5 3453519551
my.“ $012 be“ ”35W“ iﬁﬁﬁﬁvmm 1
muoﬁmmu 3§j5?;21_1‘::‘:£: 3
mmmmmw _ “v ‘
mmmx m... 1&7 ""77;
w. m NW NW“ “Ti :;;253:;,,;;:?§:;5J
mum.m..‘.n...,..wm man:£:;:t:r1mw
mum""
—
usangy
",2058502189.txt
2875,2876.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/advertisement/71178011.txt,advertisement,"M.
‘ H . in A’
‘ ‘j’ ‘ M r ,
, w ‘ ‘
, r — ‘
‘14 u
‘ ,
BLACK CIRCLE RULE
wmcnss DIE CUT omv
no NOT mm
PMS 032 RED TYPE
ELEED
cu I ggs 562 Bug
RDER AN
FOR EAS TVPE
ROLLIN
PMS PROCESS veuow
BACKGROUND
Fin/wr""
sunsr ARTIS Pnonucsn
ACTUAL SIZE
COLORSARE:
PMS 552 BLUE ,. , \
PMS 032 RED [\ V
PMS PROCESS vmow /
“1:30?
?:::DunED aim m: we; az-re
",71178011.txt
2876,2877.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/advertisement/85145210_85145211.txt,advertisement,"as
""I ifﬁi‘fgt 1‘
wanmm...“ . m .:
, : w ~ g
f m“
Whenyou -
what (5. 1‘ _
i
A‘Q
. ~' 2
,‘i~tﬁk
’ VA . ’
f , “W W"" W: , y:
C u A
5, 3 .~ \
z_. PM \\\
m- ,. F.
N m
‘ ”mammmm,
$¢rﬂzz:::mi:zmzm a ""
, lam—m _.
warm“ a
swkmm mmmw m
‘ mum” WWW N
..
. o m
",85145210_85145211.txt
2877,2878.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/advertisement/2041099165.txt,advertisement,"1 , {51:27 15.1131 313 1:91, 1“ ‘Wi ~= . 111.1”.
N} ewrﬁe‘é‘ce “7“??? .1 . gem; -
. '1“,'_'«“-':<""_t-{71.\ 1- ., . 1'- ‘ .111 we: 1.21.1""?93e‘1‘2'1"" gs» ‘ a: I"" 1‘1 11
“gets iii-lid?“ 3;:: 6- % gym. .1 1.11‘~‘~'1
«1: “5; $21 vi.» Q's}. 111.111“ ., 1 .: v1.11 ., $1111 11.111
1132311 4.1; 1. ""1:1 1""""‘_‘- 11.1: avatw‘ 11"" t"" x; """"*‘? ’-‘ ‘ ”123m 1. 1"" “ """"'“ ""V ""‘ 1
421; 1.31.11“; new, 1 1..e0..v1lw1~'1>-=ﬁ-:.;N:«dvee~.1-1—1./1;-1v'¢:-.:1-.ﬁx . ‘f 1...
511.5 .'1 1.1 v—néaeeaiy‘zn""~\&i'i~.;>:r.;1e£:1%<x""1:1-155;'~,;¢Ir{1:r;.~:!. 1.33.11. 23311 1»
-‘-»t;':;41?13;-‘«‘?—”11S“?‘f‘ziﬁfiﬁgﬁjﬁggﬁjﬁ.FE}? .ei1f‘f-‘3 11.
Whereaman be ongs
. 1 ...1;.1;,,-g.1,.g1‘1,11_:.1.;~,.‘ : ,, .:.r.51;_}g:'~1f:;e¢:1..1*:1-111S:K,?:1-;‘1.-1'-.,1131’;'
.. ._ 1s ﬁlﬁ'gwpkygwjﬁff"".ﬁxiwﬂésr‘1 .1e:’1~1‘1',.::.e w- 1:1 . 1 ‘;~.‘-'L""’ “=« ‘wrl
1 .,‘115e14«.cm:w~1«,.w,.~§~1.1 , 11:1, 1311151515 we?‘e1;1§acva;1‘11‘14,1$~.1v
‘ .'. ‘gﬂﬁvfs'. ‘.1 '2§1§if'1-1:i,§&l‘55€§%4 ﬁt, {11.5.3 5m}§.‘_1>’1~‘1-‘-‘""f1. 1- u;;;..-:1:,;..;.;1§.t1='~.
. «131 “541311531; if'v’ﬁi“1\. _v_':1"" ""in; Z.<N1""'13‘>‘-,"" , .... ' .‘.. 11.231 3- {iv
. _ .'“15'1. ﬁgmﬁfé‘siwlm 3”? ., 77"" 1-—;!‘3¥1?53g5juﬁ1 vi
1 1.1} 1111.111,1g3—1g3;%3§4§11\1 _ 4.3.“ V194; faith 1}:
1. 1 :- 211-3?51161-54111. 11. !111¥;,.¢i‘$«'1y@4#‘31;.1§g
x1@§%} “1 13.1. ”1111; ' 51W“ «fa-£51""? “ “11
. /.’.._ .‘.? . . Wﬁfﬁi 11.1.1V111 1.45? . 9&4 .'1’«"""""".. 51‘:412“5f%»1
11 1‘1 3 . 1 1 {OF-Mai ' I z“ 1.111 ‘ﬁfﬁ‘ """"1‘ ='
1,1_ r p... g; .1 if» “R“ _. t. ‘ 1‘ 1 1 “1:11‘14’7rx- 5 1 ""
-.1..e: use-11W 1 1_ 11 ', 1.1 . 1 : wreeﬁ‘mrxf' .44‘1
.1‘..:-z-1<:.-, 11:2"",1Q: u“. “ ' ' ' “‘ 5«""""1“‘""""
J” g» '. - , f , 9&1.fo .3. a»;
1 .1 1» - 11.11..- . y 1_-. , ""vi «Ma-46,1:
:.m‘:;:.~.’r t. ’1 :~. 311W . ‘ ’ 1 "" '*""‘1'1""""""-'
1 “615: ‘ ﬁn .
a v .1 '.;1-1:,111 «1412‘1‘11 111.1111 - 11” "" ~ ‘ ~ 1 ‘ 11'
' -‘f; 115.3: twaf‘r; ’ ' 1. ' ""' -'
1:1, ., 1 . 1,11 1.43 _, . A)
‘ if .1 »-_ ""1. 1 {enigma 1,” “ﬁ ‘ ’ $14“-
3 .e 7, 1,‘ “ ”ltéx<1~"".-;' 1. i ' A
1‘ , 1.4.1 1 11 . 5a; 1 ' . . h. 1‘
f. T. _ 1 .' 1. 111... m. 1 1 ""$5,335
1.. iffi . ﬁjﬁgﬁ ' ' 1335145
1‘. 31 A > , . 1' 1 T» """"’->f>‘1!-’.v1;1'»\“‘4""’. tl' . ""6“ ’~ “1 3""
gm “L 1» * t, 1 ﬁzi§aﬁy~ 1 . 47.4514?
i q: . m. «1.11 Mae-174.121; """"°'-“'
4 a .11- . 9“ ,.1 1 f\""~fﬂ~';if “22. ~ ‘ “he“ 1 '
3“ft3 1,77. , .1 1.. . ._-*1, 1. “ 1“ ‘ ’ .—“'
i .u 1 1 11.1 rlzﬂs‘fsm'e'ufmsgﬁ-m 11>
Cam; Fibs“. is f W“ 1?
. ' ,....11.1\» Lewiaitcameuasteu . ‘ 3
3- , 1%eve5,w.1~r,;i;1:..1,_; ,. “12,11, ._._e‘.e ’ Wammg ThrSngezm benem HasDel-wwmed (9
ﬁg; “Va f.""gighemfs'e.1.""d§r_s;‘s.<.1;ee.1>51:14» 11-1. ThuEga'vnzﬂmnhngwBanqmusmmuvmahﬁ . Lo
3&1; We} 1.;~ .511:1.1.e;1..,&3115-§5114m 1:31 1. -11 —~
4.1.4 M b..-s,,~.,:e~1gw.1,3..1..; 1 ., .. . .. m
34, e 4... 11%e.1\1.m;y 1.51.11311\1...11 1 . . . 1 11 m
. . .'. 7“ ""favévir x .'-'-:‘.-‘1-fs1.t:1:1::-1 111: . 1.. "" ""
",2041099165.txt
2878,2879.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/advertisement/91581902_91581903.txt,advertisement,"I MAG E
N OT
AVAI LAB LE
0 N LI N E

The material referenced in the associated

index listing is available in the Minnesota
Tobacco Document Depository. Please
see this website's home page for additional

information regarding the Depository.
",91581902_91581903.txt
